5000 100001
910 3002 33
1237 1521 30
2890 3793 32
2408 3205 57
1100 1460 9
323 3078 35
4572 635 89
2758 3333 29
2798 4598 36
808 4738 32
4681 3545 97
2198 1593 16
3893 3975 74
1636 812 67
2045 1125 25
4587 439 33
260 4540 83
1144 633 62
4889 657 63
4050 4632 36
2530 99 75
1185 1557 61
3987 2353 4
3083 2468 64
2280 3987 80
1114 3996 20
2292 166 100
1319 1992 92
356 1137 6
2401 4000 68
3622 2853 74
2851 2165 24
2991 4047 4
1601 893 59
3111 4007 28
3012 2269 44
3876 30 4
4137 1811 97
4240 4762 66
2515 1545 50
2497 1781 3
3763 3515 5
4019 1721 87
2619 2918 8
2337 1867 7
2583 1268 93
1812 504 60
4217 2240 46
323 1474 89
1304 1575 58
453 4179 58
3364 846 1
3436 4740 95
680 3753 46
240 791 49
4526 2857 86
3268 3291 89
776 2585 2
4960 3104 84
2457 542 33
3863 4611 10
3139 3178 95
1640 573 59
1589 1355 57
4281 507 62
964 4211 12
3783 4066 47
2305 625 82
4887 965 82
3509 1668 95
2548 3629 13
3617 3989 4
203 1362 80
1378 4970 11
2246 4188 86
1887 1325 5
2175 1562 44
782 4110 76
1855 2236 42
4309 256 40
1061 4475 98
372 1482 69
3993 2261 31
2227 1374 81
1262 3519 17
1793 2566 10
208 1029 31
2300 3417 14
2617 2819 95
1824 657 27
4561 3490 77
3726 1532 39
558 4558 18
1110 4547 23
4442 2716 31
1921 874 40
4475 3943 39
3143 2369 9
3284 3954 80
3223 201 25
14 3970 34
1001 1242 19
3030 1740 1
3158 4489 3
1891 3829 49
2912 2609 44
3355 4081 86
59 1222 61
87 2062 48
1210 3363 52
846 419 31
2215 4773 98
1541 1463 89
4852 1043 73
1924 4072 54
2390 3838 1
3064 4845 56
4348 4259 5
42 4722 47
3590 478 74
985 805 46
353 125 26
3976 2257 41
2077 912 51
1915 2297 6
4401 2882 33
3630 1912 31
3831 436 58
4237 4170 27
1170 3618 14
533 1486 20
3031 391 73
256 3926 31
4234 1700 18
1151 4510 23
643 4108 54
1737 2388 23
139 55 75
4115 673 22
981 1179 77
103 845 69
602 2322 77
4387 2290 79
2695 3856 2
4024 4686 67
3767 1601 54
136 1611 40
559 1095 8
480 1764 41
2074 3296 43
2288 3815 80
220 374 26
1604 1504 17
2212 1860 71
1629 1479 78
2720 4867 64
62 4859 89
4468 1695 59
1570 3313 18
1319 1991 90
200 4795 45
1756 1323 31
2225 78 29
3943 1978 83
661 4815 26
1971 1874 33
1535 3803 17
2449 2759 69
957 4576 42
212 3821 44
1836 531 58
1758 4459 72
1913 1729 29
4063 2483 35
4 2075 55
4614 3881 96
48 4112 68
4822 1316 34
1667 4175 72
533 2929 27
808 3038 76
459 1181 88
3648 1163 2
887 3290 95
368 4659 49
2465 2478 9
2024 2756 55
1886 3741 56
1709 1150 32
2296 1002 99
950 216 5
1953 3572 81
3267 2684 42
1365 3974 4
3905 3211 9
2504 441 87
3006 1335 47
266 2637 22
1270 4005 85
2358 362 22
3432 649 42
34 2 71
2678 824 34
2751 3485 47
2020 3169 97
1760 2382 98
4387 3214 82
314 1768 62
4884 2965 56
4936 1236 10
4566 2195 66
1064 516 1
1464 3225 81
1126 2619 68
1060 3839 2
4461 2722 40
2983 1576 71
4319 324 94
1905 3287 81
1831 2037 83
3690 4713 43
2237 2323 67
228 669 23
3478 1522 78
846 2956 31
142 2946 17
3893 4965 96
3515 957 68
346 1748 97
3543 3060 43
1604 409 11
4332 1221 86
617 4655 51
726 2582 44
2811 1552 59
3110 2610 85
2585 1565 53
4998 988 98
4454 3363 37
2940 3285 41
2540 1566 86
246 298 22
2425 632 42
232 4727 20
4446 367 15
3532 4353 63
82 898 91
1688 2174 51
584 4582 45
1270 20 53
4632 3641 31
1371 4493 22
2956 1500 6
2010 3147 9
2019 1935 60
3276 2731 58
1314 59 13
4679 1431 63
3821 4483 92
2798 630 59
3625 2800 66
3523 4255 39
712 3066 93
3665 1344 4
2168 2203 60
4855 666 63
4482 546 76
3013 882 19
3119 2421 89
1840 2076 87
750 3857 46
1348 4207 80
761 2953 11
3336 1485 82
4916 3350 61
2141 1132 92
2412 3839 20
4964 1328 81
4274 614 97
3487 3998 81
1348 1493 91
3263 2385 22
4108 4450 49
4810 1699 61
1580 2103 20
3864 2466 56
330 2727 52
3908 1861 97
1781 1161 91
1319 1046 40
1400 4278 11
2203 2956 7
1676 338 44
294 3303 42
1467 165 25
1367 3891 78
1478 4387 22
4206 2940 32
2714 4007 65
3658 2044 96
486 1953 40
2023 4855 78
1282 784 59
4035 3623 84
1562 1192 80
3773 1742 11
4486 3740 14
3615 2225 6
4834 3729 82
543 2758 83
822 4400 5
3185 1089 20
4418 1685 95
1154 2280 78
2014 1409 19
4708 16 39
1753 2290 27
3414 3006 64
3866 972 28
4807 2961 2
3634 4989 92
87 2990 57
4352 4694 97
4601 3894 77
681 2618 76
4007 1018 79
3133 189 14
317 4261 12
1210 561 17
2010 1518 99
4148 2662 43
4503 1234 13
2207 4945 87
2043 571 5
988 1145 80
4135 1701 32
159 4137 99
2573 2059 67
2432 3563 66
3574 4663 66
4606 4228 94
453 3829 91
3836 1730 82
448 1888 56
442 558 67
550 2995 99
3342 1350 26
185 3892 13
3019 1933 45
4109 4001 48
3795 3279 63
43 4551 81
1454 762 71
759 3584 59
1475 3370 96
1119 3566 48
1947 2536 46
415 4723 100
2438 2528 25
802 1167 43
2228 3867 89
1252 2560 48
2664 1144 65
1563 514 82
2616 4125 90
4531 3674 29
3962 2228 27
4426 1385 94
1041 670 72
4434 4086 51
58 4642 83
891 2030 27
4210 4170 68
3245 1229 82
2662 220 52
651 3147 41
1036 1232 13
1276 2401 14
1932 635 25
3618 775 82
2810 3848 75
2228 650 46
444 1007 57
1098 1767 44
1867 4253 45
1254 2034 68
2114 4082 30
4447 4554 81
1895 2627 18
869 471 44
3038 790 73
4984 4401 75
2437 4011 42
828 1185 7
453 845 87
1341 2181 98
4475 1861 21
2184 652 99
3997 3928 78
2859 1699 78
2431 157 65
4337 1823 40
4748 2170 35
996 2605 58
1245 330 87
303 3148 93
2498 1701 23
3810 4930 25
4857 3923 35
1835 3490 83
1631 1757 41
3405 4504 3
911 2723 25
1884 2426 21
535 4733 95
2395 1984 24
2464 1727 94
4244 2134 46
1693 2903 18
2760 835 20
4303 3373 99
4018 824 75
516 568 58
2430 1531 39
2940 3416 71
1617 1025 45
1325 2060 69
1367 4923 38
2360 697 28
2761 3959 89
1813 4198 61
1489 4442 89
1289 4064 36
2645 1620 49
2198 1402 30
3114 4366 10
664 1356 17
845 980 14
3777 526 92
4045 77 27
3760 4335 94
484 2143 15
2369 2279 68
4507 3617 8
2225 655 82
557 2536 57
1018 945 79
4157 4196 64
4573 1008 58
4386 2795 95
1179 2041 53
3026 1081 92
834 4358 11
4646 4309 81
4618 3902 37
2884 3972 4
4113 1065 5
948 1904 36
1326 149 40
728 1588 93
3734 4514 3
2927 2021 65
2290 1901 86
318 2496 63
3848 1038 43
2235 487 65
879 2659 43
1958 1679 84
841 536 100
1916 925 31
1090 1423 6
3420 2508 61
3338 1429 81
1391 3823 84
1848 2590 72
1837 3576 48
4544 4378 16
254 156 67
3006 882 36
626 2937 30
1027 3176 73
2248 1354 93
2086 463 94
3237 3659 38
505 2572 84
2064 959 6
4782 4279 84
730 382 1
69 3664 64
3132 463 30
2585 537 99
4000 2488 40
3949 2902 85
3873 2534 14
539 118 91
1217 4283 71
1771 4591 64
4670 2247 54
3113 2396 86
3262 3609 64
1971 3566 89
3399 4613 15
1495 1639 2
3639 2222 44
1221 723 50
707 4650 48
1085 917 53
1865 1774 55
245 269 33
4120 966 81
4539 2232 43
4073 2752 26
3393 2568 34
2613 1426 23
3700 3810 41
2409 563 81
2450 2416 27
3952 76 55
2377 2172 62
4456 3799 95
887 12 100
3930 4533 49
2774 4248 51
4551 2094 34
2941 4559 91
2392 4696 47
2530 1144 63
3466 3772 46
994 419 43
724 1381 19
1226 2135 43
2092 3916 13
2131 783 16
772 2950 97
2902 2102 31
1046 3692 55
3243 994 11
1568 3097 29
4944 1082 81
2625 2531 79
2359 4881 58
2594 4919 92
585 1901 62
3018 2033 21
1976 78 34
2786 2819 41
4694 2249 26
46 4015 62
3695 2930 64
3591 1398 18
698 4500 52
3262 1736 50
919 4397 89
549 3226 59
2877 2905 99
4005 2343 16
3535 3355 17
340 909 70
1693 3724 75
985 1010 91
4493 3545 90
3157 2488 72
3627 3457 98
694 2751 79
3987 2697 25
4579 576 67
3992 3494 37
1625 3542 74
1740 2043 41
3560 2219 97
529 2509 98
4868 4326 81
2966 4404 91
21 166 48
3040 1006 12
2317 2484 47
3582 2092 25
3214 4926 47
980 1549 54
2748 3168 68
848 562 90
2093 4469 12
4971 2400 20
453 3321 61
3253 4363 3
2182 4079 26
4422 3197 19
11 3795 42
906 36 67
3476 2844 10
1693 3586 54
102 1591 71
2909 19 36
1179 2520 97
4268 3548 40
1182 4964 59
858 3925 3
965 865 4
4301 2404 12
1536 3404 15
2782 4692 44
2176 3496 58
1559 1919 47
369 3105 44
339 4672 44
4736 4131 90
727 4350 30
4234 3584 3
1525 3784 87
1330 2258 13
1781 3078 32
2067 1334 40
1172 1401 51
2865 4263 14
114 3456 89
4507 3225 56
4714 1246 9
2237 4211 100
2784 2411 23
1775 2242 79
350 3288 93
4321 910 83
4282 2905 80
4553 1649 18
3921 1913 40
2675 782 54
3180 2960 97
2851 2865 65
3416 2028 83
1674 3699 76
3597 2410 41
1044 2685 20
1715 3023 84
3203 225 30
1763 4400 9
234 1738 26
2333 1156 72
3980 207 44
4935 1483 71
3977 3126 22
85 1356 64
3781 1679 51
171 499 37
3884 1520 94
979 1173 69
452 31 86
208 4467 31
777 1130 96
861 174 36
2265 3630 32
580 668 60
3994 4868 83
2819 3137 90
1530 2018 65
1443 3074 85
4946 2866 63
3946 1785 63
2519 4464 11
405 4540 59
4861 159 24
222 1436 46
3513 461 43
3039 1304 87
1123 4643 33
2083 2675 52
3335 1357 100
950 103 99
518 2258 7
4692 1735 13
57 3289 68
576 637 11
322 2214 99
2276 2030 60
1432 2941 17
1460 1380 47
1797 3128 1
541 784 77
1694 2522 18
1261 4218 75
2024 3330 41
3759 1763 40
4643 2464 14
4274 3688 81
4620 3552 87
3314 318 31
1056 1280 88
2090 1932 58
4297 3535 2
367 988 21
335 880 72
4829 3969 28
4091 2478 81
4419 3991 10
3890 736 57
3485 558 38
1318 844 95
1700 2543 38
3484 3196 100
4469 4781 37
1605 3625 80
4977 1699 9
3102 4777 36
2794 2029 14
525 2496 31
388 1288 6
3827 917 35
4809 50 48
3735 3020 45
4179 3008 55
1798 1225 56
3977 2404 68
3414 3898 46
4206 421 9
4354 3194 45
874 4486 6
934 4871 79
2491 4671 4
2218 3616 8
4293 4304 2
3030 1427 32
2608 4666 26
3891 2462 21
885 295 3
3447 150 28
2039 1171 11
279 3378 26
485 4163 35
2422 2865 49
2120 4781 56
1547 4398 98
3219 4785 48
2135 4494 20
4171 975 21
3851 2040 18
357 4555 97
3179 1700 13
2676 3401 95
261 2830 9
4922 1973 24
347 2757 59
4100 3031 22
1036 3829 38
988 4009 74
2525 218 72
2276 1581 18
1135 1187 67
700 2214 96
702 1793 55
3892 675 37
4937 2147 5
821 1461 46
1209 925 13
2757 1219 85
2937 1225 78
3549 2629 57
1856 2662 4
1467 4098 27
749 982 82
984 2023 5
3258 1129 1
862 332 83
4100 1508 6
4175 3764 54
1772 2683 85
2842 4131 17
3105 3949 72
2264 1862 59
2050 329 6
1669 1433 83
1479 3793 79
4815 444 29
3839 291 27
400 675 16
2513 2830 54
1317 4395 50
3803 2450 74
705 1697 45
4473 1396 63
1847 553 42
486 4750 65
2879 3524 38
892 960 51
4138 1124 32
4075 4188 72
3247 2840 3
4212 2609 39
1108 683 97
2038 4735 1
1206 1835 16
3975 409 81
4390 3259 60
1665 3838 56
2487 1164 59
2470 1189 8
4856 3734 54
3436 3470 12
2214 3143 76
32 880 48
1676 1278 92
3315 2201 70
3094 1168 86
1904 3500 97
280 3824 93
213 3270 44
4991 942 15
469 1154 94
4221 3672 99
1338 2369 73
2572 483 92
4233 1660 54
1260 2087 76
2332 566 40
467 4745 94
1204 3952 74
331 228 94
3202 1690 70
1405 2207 77
3130 1102 9
2396 4234 31
2738 1946 24
2648 4781 79
1459 1189 36
4270 3975 33
1285 2503 52
4754 269 15
3897 2458 32
3327 1774 45
3839 3528 27
2560 2395 60
3864 1946 21
914 4349 37
2791 4442 96
1951 4950 15
713 2305 52
3724 1073 76
419 1269 27
3210 703 44
903 1539 97
884 3936 49
4929 3993 57
853 1441 88
2798 4939 34
891 1696 99
2082 1296 94
2793 3274 3
985 3217 59
722 2694 52
3112 4445 95
4367 794 29
2092 1849 30
2323 3658 75
954 2332 29
4538 3514 96
2001 3193 17
1122 3954 11
1469 4715 93
1927 3895 81
2607 4450 42
3732 1100 65
717 4225 34
2575 911 3
1663 2226 19
2527 4601 21
932 2493 41
1976 1147 44
3529 2376 74
2028 3982 76
2507 794 36
4977 4238 3
3720 2152 95
1114 3196 13
2943 184 45
1100 1869 93
4001 4313 8
3772 4322 14
2135 390 55
575 3224 7
4250 4589 48
3557 3890 40
731 4549 5
238 3863 47
2713 649 52
810 2698 14
2479 1400 19
738 1553 59
538 1189 54
2904 4965 98
672 843 15
4774 4850 79
2037 1421 14
2991 1689 49
2830 3857 85
3308 2355 22
3328 1072 98
2158 4242 28
2836 4569 96
2874 1383 39
2425 2071 1
1456 2175 63
2244 275 50
330 467 8
3351 2666 80
2183 1443 54
1694 4351 57
1529 1781 94
3122 215 52
4015 3816 93
2611 990 69
2424 3345 95
2312 404 43
3477 2863 88
4861 4644 91
857 2168 81
2521 4582 1
4393 1859 31
825 509 79
2467 3218 36
4838 4754 29
1201 2991 55
3064 4567 52
2800 3662 26
4846 2747 93
4104 4653 73
2195 2647 14
3694 31 41
2121 3804 2
1750 4697 91
1541 2200 82
4156 1074 61
1457 3800 11
512 3645 40
4726 2841 97
2199 2950 50
365 2024 64
3826 2887 92
2133 2678 11
2933 2755 73
2424 3196 86
2972 784 81
2422 401 61
2065 4262 62
2082 2268 66
2586 3950 3
1709 2913 39
4568 788 5
1566 4153 43
2384 548 18
4369 4018 12
1594 4077 74
4964 2199 88
2829 2697 92
1380 2878 7
4244 187 70
136 2925 69
78 1167 50
4618 517 44
4485 188 99
3602 2783 3
798 1605 65
1425 760 54
231 1660 70
3360 2859 58
1548 912 84
2769 780 18
3095 3191 99
2625 138 51
2173 949 67
2620 196 88
3768 2390 40
3388 1696 67
1378 4738 56
4271 2854 42
3348 1775 22
3305 2223 99
2148 4094 86
2122 851 38
3452 1986 93
806 4985 48
1870 3238 68
1437 2680 35
4041 3266 35
4349 2268 93
996 3498 76
4068 546 10
1083 4769 82
3459 3802 3
3306 3544 27
1933 1545 5
2089 408 14
1701 3032 25
2335 360 58
2039 635 65
849 70 49
622 2430 1
2459 2631 70
749 3307 73
1187 4030 69
1364 3424 5
2510 2735 36
3387 4715 39
4528 4310 32
637 3740 61
4442 4719 69
4120 2815 1
4704 3557 61
1324 1581 12
354 3296 52
4358 499 7
3323 660 7
3721 2286 34
1021 4465 76
4151 4175 80
4687 633 85
1488 1282 6
1373 723 56
1448 1185 26
1795 3777 68
120 114 32
3420 3087 20
1994 4508 14
267 1220 44
407 2152 20
249 1727 63
3111 2751 34
3428 2558 80
1645 3051 39
3918 2523 14
1298 2104 69
1457 4019 53
2878 2035 10
2589 101 78
4842 121 10
1679 2626 81
1852 3007 42
1756 367 5
3952 602 81
2989 2990 49
1548 924 71
2862 4700 5
4080 2209 63
1504 1121 43
1936 1921 52
1851 2132 42
3421 879 30
4692 130 77
1014 992 38
3258 2220 6
3480 1188 54
1366 137 54
1335 1182 98
3364 541 86
3147 4574 2
666 2793 62
2082 405 28
892 3996 95
1241 4652 47
2424 3101 1
4578 2609 82
445 2139 100
3072 2473 95
2315 814 55
4062 4858 43
2092 3583 90
4266 311 17
956 3548 51
624 2761 88
152 2457 54
1776 4537 72
1876 4260 92
4985 4038 95
1718 1201 38
1592 2413 25
1816 2545 91
4595 4336 30
849 1976 67
3417 2096 81
3641 886 34
2086 190 60
3945 1748 49
2533 2491 22
748 4499 1
3071 4749 87
2162 642 80
294 4374 17
2286 2165 52
3614 2865 50
311 4671 54
4901 1124 85
492 4 17
1256 1881 77
2104 3632 81
751 4951 91
1753 1712 58
1877 4518 38
4858 700 90
1881 797 69
1296 467 29
4226 1387 89
2541 1294 39
3854 3794 42
2924 29 50
474 3978 92
899 2143 26
4070 2550 42
4053 4596 66
1753 2870 4
3350 4796 58
4329 1289 14
701 1667 30
4465 3100 38
4355 2284 97
3381 3646 28
163 1837 29
4977 375 22
4381 2029 62
2133 1238 89
4248 4322 10
3027 572 72
3180 2167 92
3275 3566 66
4560 1521 60
3261 1762 48
1735 1986 48
2807 1466 75
650 1951 24
1650 2909 84
4422 2652 17
4248 2098 82
3674 3871 65
218 156 40
149 2782 24
779 549 48
2813 4835 57
2456 2001 66
1845 551 65
1634 2909 29
1742 2426 47
450 3208 50
3004 1993 23
2375 4388 25
697 882 47
3511 987 55
2871 1555 47
441 2676 30
269 4849 50
1452 2741 34
135 3407 65
79 3884 28
255 1119 7
1176 533 76
4401 189 50
1883 2849 70
3060 774 54
3089 500 55
1025 16 62
3200 3642 54
1702 3644 55
3774 2897 98
1249 2624 60
3639 816 95
4498 1968 5
1535 2692 41
2510 3423 74
3095 604 26
3344 2853 23
434 3634 73
155 1969 71
3508 1555 67
2684 515 7
4712 3928 84
1769 2798 7
4794 3711 57
267 4348 78
183 1082 23
2039 3202 50
538 4223 56
4298 2789 76
41 2182 65
614 1311 52
4340 729 62
203 4051 97
3981 4028 96
3039 49 55
4189 1998 44
2624 3066 86
2989 4231 70
1672 602 49
2451 30 78
1029 776 4
1472 3850 50
499 3016 29
3663 4093 20
4984 2295 90
1401 2740 35
4705 4788 56
675 2221 59
3668 666 74
1745 909 29
591 620 17
1860 2630 72
645 1600 14
4472 3189 30
3847 2044 57
4850 4043 71
1709 2519 99
2738 4890 74
1329 80 74
2366 701 31
3144 3171 10
3575 850 94
2019 110 95
1683 4349 36
268 2024 74
195 1073 30
2318 3882 20
2761 3509 69
4157 796 73
3889 908 37
1450 529 47
1566 3879 48
2104 809 31
3569 3870 38
956 4907 23
870 2386 99
4549 2874 19
3954 4163 8
1822 4043 43
1645 594 84
3057 1732 12
4324 1826 74
3143 2177 90
730 286 19
3667 1671 32
1653 4808 20
588 2394 25
4599 1559 75
4671 3261 58
31 4882 68
2678 2566 80
4799 2839 78
2513 2298 17
3031 4321 73
2165 2003 98
4366 2551 6
2819 3581 15
4706 420 60
693 1432 75
879 3725 57
67 4086 91
3700 4674 40
1448 3341 56
3115 2597 15
3517 4241 43
4489 4799 48
1636 1898 90
1454 3927 37
4112 2754 26
2543 945 15
1100 3957 73
158 2841 16
3671 2450 82
1708 3658 40
3660 1527 98
3799 2525 53
222 513 48
157 2183 58
2817 1577 31
1585 4901 27
1687 4077 82
4287 2266 53
4414 1412 75
1347 4677 91
1308 2498 57
1905 4988 98
1110 2559 74
668 4001 15
4808 2442 35
4161 4558 96
246 2733 42
3160 2304 15
960 1847 44
1782 1490 72
1065 949 82
152 520 44
3447 583 58
951 4980 58
714 732 67
3477 796 9
1097 2008 97
275 4422 56
4253 2361 60
3623 2475 88
23 1092 43
2496 4108 11
990 3311 38
4921 2889 53
1357 3935 19
2568 4372 56
205 2921 68
2144 4635 34
2111 2110 17
25 4754 70
1793 2657 55
164 3030 87
2170 3819 22
1836 3130 37
524 2409 98
4893 361 51
537 1967 68
4113 247 5
519 3726 25
2162 3908 23
4486 4551 100
1713 2434 99
4711 866 67
63 3912 50
723 146 70
276 1494 35
3295 138 45
2949 2848 85
1129 1730 22
3396 3819 35
4071 2687 84
3239 3239 47
3976 3338 65
3121 3457 35
373 313 93
2058 3236 60
784 3767 90
687 2247 3
738 2585 95
3636 490 86
3718 2450 9
4598 1563 45
2535 2717 5
4040 796 92
4778 3405 91
4753 4148 98
2088 2250 23
138 4688 88
2200 4620 56
2409 213 74
2985 110 82
1783 4818 54
1492 2622 19
746 1476 94
3408 2900 59
2414 3733 30
4299 1724 56
3151 2924 71
1947 3595 32
4981 3253 37
1871 4578 79
2906 711 32
4427 665 59
1229 3039 22
3051 1740 62
615 4647 13
3976 68 64
3880 964 81
1487 2330 3
530 2335 89
2406 98 77
4445 1354 20
3869 4288 23
1493 108 35
751 1066 60
3713 1949 90
4244 3888 78
727 3561 33
3562 1146 64
2753 1966 79
4876 809 85
266 922 21
508 3490 27
4397 1322 16
4331 3580 24
1428 4936 38
421 2994 36
1639 2870 95
2710 444 32
2561 3822 50
2862 2728 56
4861 1257 2
4723 3158 44
1790 4027 100
1969 925 43
3611 1705 61
1583 1794 27
2609 2664 3
1432 4328 5
397 1249 25
3491 1273 26
2328 3516 52
4282 4515 12
3979 4115 23
2811 1456 35
1495 2613 85
251 317 8
4022 2706 37
2720 3924 21
4583 4241 31
3250 992 77
115 4107 95
2693 3350 85
3427 3109 49
1184 229 24
1486 788 16
2393 4897 32
4445 4253 17
630 2156 20
4889 3372 42
2381 1610 98
2089 3013 76
4696 3913 70
2516 3349 80
2054 2176 23
1176 1117 65
3889 395 91
1352 3230 91
2332 3100 64
1800 3460 23
998 1295 26
4559 3653 32
1714 4963 29
2762 4790 30
1518 1029 39
2671 4285 32
376 730 28
452 3967 61
4537 73 26
2215 899 79
1095 961 89
4824 1948 22
2768 3749 54
624 486 22
3740 1931 100
1541 2943 54
4500 3133 23
4168 3360 59
4969 1141 23
4701 3754 29
3923 3691 30
3108 1983 15
2087 2934 93
3152 2519 49
264 4973 5
2516 2632 74
4967 4054 10
4711 3384 64
1226 1068 28
284 4070 89
4874 435 21
947 2257 47
1159 3382 86
1192 4439 69
1423 4863 66
2727 3045 73
2042 2127 95
4207 4303 98
4820 222 4
3115 1633 57
1273 1380 9
2948 4368 71
1224 167 78
4707 2027 11
2043 4744 24
1473 4641 60
2384 3113 20
1552 4167 20
4642 1458 30
973 261 16
1688 1832 69
4085 2354 9
4036 4807 59
3264 2375 5
3492 4000 39
533 4175 21
2615 716 54
4604 2756 49
1606 2778 3
4724 649 38
29 3840 53
3959 2609 46
1674 3213 25
1179 249 73
4566 1688 2
2527 2022 44
2775 4623 95
104 1986 71
2093 1434 26
1068 4074 54
3448 1524 1
3765 739 55
53 2270 5
517 2032 95
3700 3806 44
1168 3245 11
3780 1602 50
340 1498 62
1418 4166 44
1003 957 59
488 1445 69
604 1028 24
4848 3587 74
933 4082 64
4712 7 34
581 148 88
3380 4568 66
777 2474 4
2886 4632 88
2628 2375 72
1084 2819 88
2758 2322 33
195 1366 62
1953 1391 71
3083 3259 50
1991 2364 55
3026 4827 5
435 2059 59
3508 4986 98
3684 973 22
3456 2101 43
4527 2662 51
1987 2564 8
2281 1222 65
2396 4992 82
1626 1124 64
1153 1863 6
358 3418 8
1763 3082 100
4235 1218 24
984 4235 79
271 3993 4
2311 782 82
869 741 19
3784 2972 33
2796 3628 16
777 4396 87
1843 2829 22
888 1270 51
4868 3954 2
210 1654 71
3380 4531 40
712 209 46
110 162 11
1626 4670 27
2634 2119 55
4037 4270 10
1872 2800 75
810 2327 19
1966 3518 15
1789 2184 83
2012 4484 61
3996 3417 62
3575 3291 54
2982 3678 57
1912 1217 82
2285 4938 29
2619 1653 61
4417 880 45
4877 3787 28
320 3009 47
116 3121 97
3580 1569 18
2563 460 45
79 1372 3
1983 2256 68
1568 3652 71
1443 2496 52
365 909 82
4322 4875 13
2503 3147 14
2781 1654 7
654 2009 15
525 2270 17
2610 1468 56
3451 2121 30
842 3146 53
394 1730 71
2361 2348 66
3750 3959 100
1351 701 49
3271 1447 47
2291 3473 92
80 4353 100
4351 4734 68
1531 1649 43
168 2611 24
433 2596 94
2329 555 21
4480 4705 30
828 659 70
2078 175 5
4859 2503 94
4273 3454 10
4590 2894 25
1688 1277 99
3455 1568 47
2108 45 71
4473 4244 40
2857 76 72
2156 2547 60
1314 2670 81
2602 4413 22
629 1814 36
1673 3527 25
133 1416 98
4866 4676 92
4742 4663 32
3837 711 15
2881 1320 75
3230 1543 26
2312 2512 58
9 2908 21
3446 3669 53
1725 4901 92
2095 2531 59
1241 467 83
2205 2583 49
3561 4513 64
1757 4272 80
2600 3435 18
601 1912 53
4224 1486 14
225 3526 49
3027 1587 21
1249 3163 42
1748 4044 48
3749 1100 39
1265 3937 51
739 819 62
3578 2690 56
3935 1418 48
376 678 60
4907 62 99
3447 3389 85
2355 4947 63
3186 4328 52
149 1643 11
1537 1169 52
4623 3213 60
985 2424 58
1535 1145 34
1940 2237 73
615 3868 33
4072 1126 18
691 1858 33
2235 772 42
3713 1091 62
4164 1169 2
428 638 49
4369 1409 11
2628 588 78
98 2156 1
4551 3220 4
2183 3515 44
2333 441 39
1858 4813 41
1611 4582 90
680 2722 42
3755 1090 91
2027 3032 37
317 2371 70
395 2424 95
1861 617 60
328 2269 59
981 1755 86
1888 804 57
1968 2532 53
4274 1213 73
4229 934 17
3182 539 33
181 11 65
2671 635 64
1052 1156 37
1676 2224 37
2314 4938 33
3292 1744 37
1150 4924 84
237 4182 99
2576 2224 9
1462 1919 82
2591 4518 6
2849 500 7
4317 696 47
1518 4508 69
1232 4115 95
481 1312 87
2867 1567 99
622 103 68
4185 2512 29
1594 4575 8
3474 3374 12
654 4317 84
152 3573 62
3477 3437 24
1962 2426 60
91 1048 35
369 3220 79
2125 328 39
4075 3089 95
3713 198 10
2366 48 76
2402 1170 91
488 2415 77
2591 1064 52
2153 3235 19
2973 2239 24
594 3602 26
1044 373 32
72 1164 38
884 947 83
2233 474 76
1489 3934 57
576 2623 61
2680 3624 77
2001 4180 39
2182 4731 47
1262 630 67
2468 4311 62
4971 976 92
2440 974 93
2122 913 88
352 2125 27
3577 2120 79
58 775 85
4197 1073 31
2343 3440 13
4318 1715 44
1594 2416 74
3765 3019 94
4548 4203 11
3885 571 36
1671 1514 49
1958 826 11
4459 238 10
3834 675 59
521 4496 75
2116 3420 96
3719 2122 19
310 2012 32
937 4066 10
647 3345 54
831 1748 5
1527 3273 75
907 3494 94
2286 2513 9
4894 4495 20
919 4897 26
2640 1282 69
2127 413 27
1930 4663 86
3772 92 88
975 477 69
3526 3440 75
2404 3067 89
2032 4697 27
1238 4070 26
4348 4831 8
249 2243 20
458 710 12
4005 4069 60
1819 478 98
3063 915 93
1670 969 43
3548 1842 54
583 116 15
4428 408 6
4952 2390 87
4013 2315 91
943 2984 70
2458 4121 54
311 521 67
2971 1330 95
2940 853 61
4935 2215 7
4672 406 62
228 2478 66
4417 1444 55
108 4767 82
1912 438 77
373 1832 65
3189 2816 85
1386 3312 35
4150 2692 66
437 562 22
3061 679 13
3317 1969 62
2408 4976 47
964 4547 74
4373 3119 51
1955 1837 66
3358 1755 40
340 3766 15
4505 3550 8
534 4754 88
3301 3475 14
1135 2077 43
455 3613 75
578 3134 82
2261 281 41
3930 968 63
2424 1823 23
4551 2891 69
1116 3752 99
1842 419 100
3887 846 86
90 1773 91
1172 4544 33
4974 62 44
1921 1367 59
2361 2970 53
347 2131 78
4253 3270 83
1750 4343 10
397 2226 81
4130 439 42
3344 477 83
4183 140 42
4316 3039 96
3337 565 89
1858 2838 17
2145 1984 20
958 1310 35
2977 81 45
1926 3172 33
1753 4882 87
4407 2951 9
4714 4322 64
3689 4564 26
664 327 48
2687 897 11
1695 2187 45
4450 272 51
4145 2297 83
1013 2730 51
542 2834 92
1406 3269 24
1137 3798 22
1930 871 87
3676 2943 25
1743 1559 40
774 2859 24
277 2271 35
497 577 10
2847 1164 85
4220 3737 8
1722 1629 24
